Port,Shipping Line,Serial No.,Container Availability,Container Type,Container Price/Month
Tuas,Masersk,M00190,1,Standard,706
Tuas,Masersk,M00191,1,Standard,706
Tuas,Masersk,M00192,0,Standard,706
Tuas,Masersk,M00193,0,Premium,763
Tuas,Masersk,M00194,1,Premium,763
Tuas,Masersk,M00195,1,Standard,706
Tuas,Masersk,M00196,0,Standard,706
Tuas,Masersk,M00197,0,Standard,706
Tuas,Masersk,M00198,1,Premium,763
Tuas,Masersk,M00199,1,Standard,706
Tuas,Masersk,M00200,0,Standard,706
Tuas,Masersk,M00201,1,Premium,763
Tuas,Masersk,M00202,0,Premium,763
Tuas,Masersk,M00203,1,Standard,706
Tuas,Masersk,M00204,1,Premium,763
Tuas,Masersk,M00205,0,Premium,763
Tuas,Masersk,M00206,1,Premium,763
Pasir Panjang,NSA,N00001,1,Standard,587
Pasir Panjang,NSA,N00002,1,Standard,587
Pasir Panjang,NSA,N00003,1,Standard,587
Pasir Panjang,NSA,N00004,1,Standard,587
Pasir Panjang,NSA,N00005,1,Premium,781
Pasir Panjang,NSA,N00006,0,Standard,587
Pasir Panjang,NSA,N00007,0,Standard,587
Pasir Panjang,NSA,N00008,0,Standard,587
Pasir Panjang,NSA,N00009,0,Premium,781
Pasir Panjang,NSA,N00010,1,Standard,587
Pasir Panjang,NSA,N00011,1,Premium,781
Pasir Panjang,NSA,N00012,1,Premium,781
Pasir Panjang,NSA,N00013,0,Premium,781
Pasir Panjang,NSA,N00014,0,Premium,781
Pasir Panjang,NSA,N00015,1,Standard,587
Pasir Panjang,NSA,N00016,0,Premium,781
Pasir Panjang,NSA,N00017,0,Standard,587
Pasir Panjang,NSA,N00018,0,Premium,781
Pasir Panjang,NSA,N00019,1,Premium,781
Pasir Panjang,NSA,N00020,0,Premium,781
Pasir Panjang,NSA,N00021,1,Premium,781
Pasir Panjang,NSA,N00022,1,Premium,781
Pasir Panjang,NSA,N00023,1,Premium,781
Pasir Panjang,NSA,N00024,0,Standard,587
Pasir Panjang,NSA,N00025,0,Standard,587
Pasir Panjang,NSA,N00026,0,Standard,587
Pasir Panjang,NSA,N00027,0,Premium,781
Pasir Panjang,NSA,N00028,0,Premium,781
Pasir Panjang,NSA,N00029,0,Premium,781
Pasir Panjang,NSA,N00030,1,Premium,781
Pasir Panjang,NSA,N00031,0,Premium,781
Pasir Panjang,NSA,N00032,0,Standard,587
Pasir Panjang,NSA,N00033,1,Standard,587
Pasir Panjang,NSA,N00034,1,Premium,781
Pasir Panjang,NSA,N00035,0,Standard,587
Pasir Panjang,NSA,N00036,1,Standard,587
Pasir Panjang,NSA,N00037,1,Standard,587
Pasir Panjang,NSA,N00038,1,Premium,781
Pasir Panjang,NSA,N00039,0,Premium,781
Pasir Panjang,NSA,N00040,1,Premium,781
Pasir Panjang,NSA,N00041,0,Premium,781
Pasir Panjang,NSA,N00042,1,Standard,587
Pasir Panjang,NSA,N00043,0,Standard,587
Pasir Panjang,NSA,N00044,0,Standard,587
Pasir Panjang,NSA,N00045,1,Standard,587
Pasir Panjang,NSA,N00046,0,Premium,781
Pasir Panjang,NSA,N00047,1,Standard,587
Pasir Panjang,NSA,N00048,1,Standard,587
Pasir Panjang,NSA,N00049,1,Premium,781
Pasir Panjang,NSA,N00050,0,Standard,587
Pasir Panjang,NSA,N00051,1,Standard,587
Pasir Panjang,NSA,N00052,1,Premium,781
Pasir Panjang,NSA,N00053,1,Premium,781
Pasir Panjang,NSA,N00054,1,Premium,781
Pasir Panjang,NSA,N00055,0,Standard,587
Pasir Panjang,NSA,N00056,1,Premium,781
Pasir Panjang,NSA,N00057,0,Standard,587
Pasir Panjang,NSA,N00058,0,Premium,781
Pasir Panjang,NSA,N00059,0,Premium,781
Pasir Panjang,NSA,N00060,1,Premium,781
Pasir Panjang,NSA,N00061,0,Standard,587
Pasir Panjang,NSA,N00062,1,Standard,587
Pasir Panjang,NSA,N00063,1,Standard,587
Sembawang,NSA,N00064,1,Premium,781
Sembawang,NSA,N00065,0,Premium,781
Sembawang,NSA,N00066,1,Standard,587
Sembawang,NSA,N00067,1,Premium,781
Sembawang,NSA,N00068,0,Standard,587
Sembawang,NSA,N00069,0,Premium,781
Sembawang,NSA,N00070,1,Standard,587
Sembawang,NSA,N00071,1,Premium,781
Sembawang,NSA,N00072,1,Premium,781
Sembawang,NSA,N00073,0,Premium,781
Sembawang,NSA,N00074,0,Premium,781
Sembawang,NSA,N00075,1,Standard,587
Sembawang,NSA,N00076,1,Standard,587
Sembawang,NSA,N00077,0,Standard,587
Sembawang,NSA,N00078,0,Premium,781
Sembawang,NSA,N00079,0,Standard,587
Sembawang,NSA,N00080,1,Premium,781
Sembawang,NSA,N00081,0,Standard,587
Sembawang,NSA,N00082,1,Standard,587
Sembawang,NSA,N00083,0,Standard,587
Sembawang,NSA,N00084,0,Premium,781
Sembawang,NSA,N00085,1,Premium,781
Sembawang,NSA,N00086,1,Premium,781
Sembawang,NSA,N00087,1,Premium,781
Sembawang,NSA,N00088,1,Standard,587
Sembawang,NSA,N00089,0,Premium,781
Sembawang,NSA,N00090,1,Standard,587
Sembawang,NSA,N00091,0,Standard,587
Sembawang,NSA,N00092,1,Premium,781
Sembawang,NSA,N00093,0,Premium,781
Sembawang,NSA,N00094,1,Standard,587
Sembawang,NSA,N00095,1,Standard,587
Sembawang,NSA,N00096,1,Premium,781
Sembawang,NSA,N00097,1,Standard,587
Sembawang,NSA,N00098,1,Premium,781
Sembawang,NSA,N00099,0,Standard,587
Sembawang,NSA,N00100,1,Standard,587
Sembawang,NSA,N00101,1,Standard,587
Sembawang,NSA,N00102,0,Standard,587
Sembawang,NSA,N00103,0,Premium,781
Sembawang,NSA,N00104,1,Premium,781
Sembawang,NSA,N00105,1,Standard,587
Sembawang,NSA,N00106,0,Standard,587
Sembawang,NSA,N00107,1,Standard,587
Sembawang,NSA,N00108,0,Premium,781
Sembawang,NSA,N00109,1,Premium,781
Sembawang,NSA,N00110,1,Premium,781
Sembawang,NSA,N00111,1,Standard,587
Sembawang,NSA,N00112,0,Standard,587
Sembawang,NSA,N00113,0,Standard,587
Sembawang,NSA,N00114,0,Premium,781
Sembawang,NSA,N00115,1,Standard,587
Sembawang,NSA,N00116,1,Premium,781
Sembawang,NSA,N00117,1,Premium,781
Sembawang,NSA,N00118,1,Premium,781
Sembawang,NSA,N00119,0,Standard,587
Tuas,NSA,N00120,1,Premium,781
Tuas,NSA,N00121,1,Premium,781
Tuas,NSA,N00122,1,Standard,587
Tuas,NSA,N00123,1,Premium,781
Tuas,NSA,N00124,1,Standard,587
Tuas,NSA,N00125,1,Standard,587
Tuas,NSA,N00126,0,Standard,587
Tuas,NSA,N00127,0,Standard,587
Tuas,NSA,N00128,0,Premium,781
Tuas,NSA,N00129,0,Standard,587
Tuas,NSA,N00130,1,Premium,781
Tuas,NSA,N00131,0,Standard,587
Tuas,NSA,N00132,1,Premium,781
Tuas,NSA,N00133,1,Premium,781
Tuas,NSA,N00134,1,Premium,781
Tuas,NSA,N00135,0,Premium,781
Tuas,NSA,N00136,1,Standard,587
Tuas,NSA,N00137,1,Standard,587
Tuas,NSA,N00138,0,Premium,781
Tuas,NSA,N00139,0,Standard,587
Tuas,NSA,N00140,1,Premium,781
Tuas,NSA,N00141,0,Standard,587
Tuas,NSA,N00142,1,Standard,587
Tuas,NSA,N00143,0,Premium,781
Tuas,NSA,N00144,0,Premium,781
Tuas,NSA,N00145,1,Standard,587
Tuas,NSA,N00146,0,Standard,587
Tuas,NSA,N00147,0,Premium,781
Tuas,NSA,N00148,1,Premium,781
Tuas,NSA,N00149,1,Standard,587
Tuas,NSA,N00150,0,Standard,587
Tuas,NSA,N00151,1,Standard,587
Tuas,NSA,N00152,0,Premium,781
Tuas,NSA,N00153,1,Standard,587
Tuas,NSA,N00154,1,Standard,587
Tuas,NSA,N00155,1,Premium,781
Tuas,NSA,N00156,1,Premium,781
Tuas,NSA,N00157,0,Premium,781
Tuas,NSA,N00158,1,Premium,781
Tuas,NSA,N00159,0,Standard,587
Tuas,NSA,N00160,0,Standard,587
Tuas,NSA,N00161,0,Premium,781
Tuas,NSA,N00162,1,Standard,587
Tuas,NSA,N00163,0,Standard,587
Tuas,NSA,N00164,1,Premium,781
Tuas,NSA,N00165,0,Standard,587
Tuas,NSA,N00166,1,Standard,587
Tuas,NSA,N00167,0,Standard,587
Tuas,NSA,N00168,0,Premium,781
Tuas,NSA,N00169,1,Premium,781
Tuas,NSA,N00170,0,Premium,781
Tuas,NSA,N00171,1,Standard,587
Tuas,NSA,N00172,0,Premium,781
Tuas,NSA,N00173,0,Premium,781
Tuas,NSA,N00174,1,Premium,781
Tuas,NSA,N00175,1,Standard,587
Pasir Panjang,USAxChina,UC00001,0,Premium,649
Pasir Panjang,USAxChina,UC00002,0,Standard,501
Pasir Panjang,USAxChina,UC00003,1,Standard,501
Pasir Panjang,USAxChina,UC00004,0,Premium,649
Pasir Panjang,USAxChina,UC00005,0,Standard,501
Pasir Panjang,USAxChina,UC00006,0,Premium,649
Pasir Panjang,USAxChina,UC00007,1,Premium,649
Pasir Panjang,USAxChina,UC00008,0,Premium,649
Pasir Panjang,USAxChina,UC00009,0,Standard,501
Pasir Panjang,USAxChina,UC00010,1,Premium,649
Pasir Panjang,USAxChina,UC00011,0,Standard,501
Pasir Panjang,USAxChina,UC00012,1,Premium,649
Pasir Panjang,USAxChina,UC00013,1,Standard,501
Pasir Panjang,USAxChina,UC00014,1,Premium,649
Pasir Panjang,USAxChina,UC00015,1,Premium,649
Pasir Panjang,USAxChina,UC00016,1,Standard,501
Pasir Panjang,USAxChina,UC00017,0,Premium,649
Pasir Panjang,USAxChina,UC00018,0,Premium,649
Pasir Panjang,USAxChina,UC00019,1,Premium,649
Pasir Panjang,USAxChina,UC00020,0,Standard,501
Pasir Panjang,USAxChina,UC00021,1,Standard,501
Pasir Panjang,USAxChina,UC00022,0,Standard,501
Pasir Panjang,USAxChina,UC00023,1,Standard,501
Pasir Panjang,USAxChina,UC00024,1,Standard,501
Pasir Panjang,USAxChina,UC00025,1,Premium,649
Pasir Panjang,USAxChina,UC00026,0,Premium,649
Pasir Panjang,USAxChina,UC00027,1,Premium,649
Pasir Panjang,USAxChina,UC00028,0,Premium,649
Pasir Panjang,USAxChina,UC00029,0,Standard,501
Pasir Panjang,USAxChina,UC00030,0,Standard,501
Pasir Panjang,USAxChina,UC00031,1,Standard,501
Pasir Panjang,USAxChina,UC00032,0,Standard,501
Pasir Panjang,USAxChina,UC00033,1,Premium,649
Pasir Panjang,USAxChina,UC00034,1,Premium,649
Pasir Panjang,USAxChina,UC00035,0,Premium,649
Pasir Panjang,USAxChina,UC00036,1,Standard,501
Pasir Panjang,USAxChina,UC00037,1,Premium,649
Pasir Panjang,USAxChina,UC00038,0,Standard,501
Pasir Panjang,USAxChina,UC00039,1,Premium,649
Pasir Panjang,USAxChina,UC00040,0,Premium,649
Pasir Panjang,USAxChina,UC00041,1,Premium,649
Pasir Panjang,USAxChina,UC00042,1,Premium,649
Pasir Panjang,USAxChina,UC00043,1,Premium,649
Pasir Panjang,USAxChina,UC00044,0,Premium,649
Pasir Panjang,USAxChina,UC00045,1,Premium,649
Pasir Panjang,USAxChina,UC00046,1,Standard,501
Pasir Panjang,USAxChina,UC00047,1,Premium,649
Pasir Panjang,USAxChina,UC00048,0,Premium,649
Pasir Panjang,USAxChina,UC00049,0,Premium,649
Pasir Panjang,USAxChina,UC00050,1,Standard,501
Pasir Panjang,USAxChina,UC00051,0,Premium,649
Pasir Panjang,USAxChina,UC00052,1,Premium,649
Pasir Panjang,USAxChina,UC00053,0,Premium,649
Pasir Panjang,USAxChina,UC00054,1,Premium,649
Pasir Panjang,USAxChina,UC00055,0,Premium,649
Pasir Panjang,USAxChina,UC00056,1,Premium,649
Pasir Panjang,USAxChina,UC00057,0,Standard,501
Pasir Panjang,USAxChina,UC00058,1,Standard,501
Pasir Panjang,USAxChina,UC00059,0,Standard,501
Pasir Panjang,USAxChina,UC00060,0,Premium,649
Pasir Panjang,USAxChina,UC00061,1,Premium,649
Pasir Panjang,USAxChina,UC00062,0,Premium,649
Pasir Panjang,USAxChina,UC00063,1,Standard,501
Pasir Panjang,USAxChina,UC00064,1,Standard,501
Pasir Panjang,USAxChina,UC00065,1,Premium,649
Pasir Panjang,USAxChina,UC00066,1,Premium,649
Pasir Panjang,USAxChina,UC00067,0,Standard,501
Pasir Panjang,USAxChina,UC00068,0,Premium,649
Pasir Panjang,USAxChina,UC00069,0,Premium,649
Pasir Panjang,USAxChina,UC00070,0,Premium,649
Pasir Panjang,USAxChina,UC00071,0,Standard,501
Pasir Panjang,USAxChina,UC00072,1,Premium,649
Pasir Panjang,USAxChina,UC00073,1,Standard,501
Pasir Panjang,USAxChina,UC00074,0,Premium,649
Pasir Panjang,USAxChina,UC00075,0,Standard,501
Pasir Panjang,USAxChina,UC00076,1,Standard,501
Pasir Panjang,USAxChina,UC00077,0,Premium,649
Pasir Panjang,USAxChina,UC00078,0,Premium,649
Sembawang,USAxChina,UC00079,0,Premium,649
Sembawang,USAxChina,UC00080,0,Premium,649
Sembawang,USAxChina,UC00081,1,Premium,649
Sembawang,USAxChina,UC00082,1,Premium,649
Sembawang,USAxChina,UC00083,0,Standard,501
Sembawang,USAxChina,UC00084,0,Standard,501
Sembawang,USAxChina,UC00085,0,Standard,501
Sembawang,USAxChina,UC00086,1,Premium,649
Sembawang,USAxChina,UC00087,1,Premium,649
Sembawang,USAxChina,UC00088,0,Premium,649
Sembawang,USAxChina,UC00089,1,Standard,501
Sembawang,USAxChina,UC00090,1,Standard,501
Sembawang,USAxChina,UC00091,0,Premium,649
Sembawang,USAxChina,UC00092,0,Premium,649
Sembawang,USAxChina,UC00093,1,Standard,501
Sembawang,USAxChina,UC00094,0,Standard,501
Sembawang,USAxChina,UC00095,1,Standard,501
Sembawang,USAxChina,UC00096,1,Standard,501
Sembawang,USAxChina,UC00097,0,Standard,501
Sembawang,USAxChina,UC00098,0,Premium,649
Sembawang,USAxChina,UC00099,1,Standard,501
Sembawang,USAxChina,UC00100,1,Premium,649
Sembawang,USAxChina,UC00101,1,Standard,501
Sembawang,USAxChina,UC00102,0,Premium,649
Sembawang,USAxChina,UC00103,1,Premium,649
Sembawang,USAxChina,UC00104,1,Standard,501
Sembawang,USAxChina,UC00105,0,Standard,501
Sembawang,USAxChina,UC00106,0,Premium,649
Sembawang,USAxChina,UC00107,0,Standard,501
Sembawang,USAxChina,UC00108,1,Standard,501
Sembawang,USAxChina,UC00109,1,Standard,501
Sembawang,USAxChina,UC00110,0,Premium,649
Sembawang,USAxChina,UC00111,1,Standard,501
Sembawang,USAxChina,UC00112,0,Standard,501
Sembawang,USAxChina,UC00113,1,Standard,501
Sembawang,USAxChina,UC00114,1,Standard,501
Sembawang,USAxChina,UC00115,1,Premium,649
Sembawang,USAxChina,UC00116,0,Standard,501
Sembawang,USAxChina,UC00117,1,Standard,501
Sembawang,USAxChina,UC00118,0,Premium,649
Sembawang,USAxChina,UC00119,0,Standard,501
Sembawang,USAxChina,UC00120,1,Standard,501
Sembawang,USAxChina,UC00121,0,Standard,501
Sembawang,USAxChina,UC00122,0,Premium,649
Sembawang,USAxChina,UC00123,0,Premium,649
Sembawang,USAxChina,UC00124,1,Premium,649
Sembawang,USAxChina,UC00125,1,Standard,501
Sembawang,USAxChina,UC00126,0,Premium,649
Sembawang,USAxChina,UC00127,0,Premium,649
Sembawang,USAxChina,UC00128,0,Standard,501
Sembawang,USAxChina,UC00129,0,Standard,501
Sembawang,USAxChina,UC00130,0,Premium,649
Sembawang,USAxChina,UC00131,0,Standard,501
Sembawang,USAxChina,UC00132,0,Premium,649
Sembawang,USAxChina,UC00133,0,Premium,649
Sembawang,USAxChina,UC00134,1,Standard,501
Sembawang,USAxChina,UC00135,0,Premium,649
Sembawang,USAxChina,UC00136,0,Premium,649
Sembawang,USAxChina,UC00137,1,Standard,501
Sembawang,USAxChina,UC00138,1,Standard,501
Sembawang,USAxChina,UC00139,0,Standard,501
Sembawang,USAxChina,UC00140,1,Standard,501
Sembawang,USAxChina,UC00141,0,Premium,649
Sembawang,USAxChina,UC00142,0,Standard,501
Sembawang,USAxChina,UC00143,0,Premium,649
Sembawang,USAxChina,UC00144,1,Standard,501
Sembawang,USAxChina,UC00145,1,Premium,649
Sembawang,USAxChina,UC00146,1,Premium,649
Sembawang,USAxChina,UC00147,0,Standard,501
Sembawang,USAxChina,UC00148,1,Premium,649
Sembawang,USAxChina,UC00149,1,Premium,649
Sembawang,USAxChina,UC00150,0,Standard,501
Sembawang,USAxChina,UC00151,1,Standard,501
Sembawang,USAxChina,UC00152,1,Standard,501
Sembawang,USAxChina,UC00153,1,Premium,649
Tuas,USAxChina,UC00154,0,Premium,649
Tuas,USAxChina,UC00155,1,Premium,649
Tuas,USAxChina,UC00156,1,Premium,649
Tuas,USAxChina,UC00157,1,Standard,501
Tuas,USAxChina,UC00158,0,Standard,501
Tuas,USAxChina,UC00159,0,Standard,501
Tuas,USAxChina,UC00160,0,Standard,501
Tuas,USAxChina,UC00161,1,Standard,501
Tuas,USAxChina,UC00162,0,Premium,649
Tuas,USAxChina,UC00163,1,Premium,649
Tuas,USAxChina,UC00164,1,Premium,649
Tuas,USAxChina,UC00165,0,Standard,501
Tuas,USAxChina,UC00166,1,Standard,501
Tuas,USAxChina,UC00167,1,Premium,649
Tuas,USAxChina,UC00168,0,Premium,649
Tuas,USAxChina,UC00169,1,Premium,649
Tuas,USAxChina,UC00170,0,Premium,649
Tuas,USAxChina,UC00171,0,Standard,501
Tuas,USAxChina,UC00172,0,Premium,649
Tuas,USAxChina,UC00173,0,Standard,501
Tuas,USAxChina,UC00174,1,Premium,649
Tuas,USAxChina,UC00175,0,Premium,649
Tuas,USAxChina,UC00176,1,Premium,649
Tuas,USAxChina,UC00177,1,Standard,501
Tuas,USAxChina,UC00178,1,Premium,649
Tuas,USAxChina,UC00179,1,Standard,501
Tuas,USAxChina,UC00180,1,Premium,649
Tuas,USAxChina,UC00181,1,Premium,649
Tuas,USAxChina,UC00182,1,Premium,649
Tuas,USAxChina,UC00183,0,Premium,649
Tuas,USAxChina,UC00184,0,Standard,501
Tuas,USAxChina,UC00185,0,Standard,501
Tuas,USAxChina,UC00186,1,Premium,649
Tuas,USAxChina,UC00187,1,Premium,649
Tuas,USAxChina,UC00188,0,Standard,501
Tuas,USAxChina,UC00189,0,Premium,649
Tuas,USAxChina,UC00190,0,Standard,501
Tuas,USAxChina,UC00191,0,Premium,649
Tuas,USAxChina,UC00192,0,Premium,649
Tuas,USAxChina,UC00193,0,Premium,649
Tuas,USAxChina,UC00194,1,Premium,649
Tuas,USAxChina,UC00195,0,Standard,501
Tuas,USAxChina,UC00196,0,Standard,501
Tuas,USAxChina,UC00197,1,Standard,501
Tuas,USAxChina,UC00198,1,Premium,649
Tuas,USAxChina,UC00199,0,Premium,649
Tuas,USAxChina,UC00200,1,Premium,649
Tuas,USAxChina,UC00201,1,Standard,501
Tuas,USAxChina,UC00202,0,Standard,501
Tuas,USAxChina,UC00203,0,Standard,501
Tuas,USAxChina,UC00204,1,Standard,501
Tuas,USAxChina,UC00205,0,Premium,649
Tuas,USAxChina,UC00206,0,Standard,501
Tuas,USAxChina,UC00207,1,Standard,501
Tuas,USAxChina,UC00208,0,Standard,501
Tuas,USAxChina,UC00209,1,Premium,649
Tuas,USAxChina,UC00210,0,Premium,649
